title,artist,track_id,album_image,country,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
그래도 남자니까 ,MC몽,6EyiLJJh4cbg6Rsvrh4nUa,https://cdnimg.melon.co.kr/cm/album/images/000/34/486/34486_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.743,0.685,10,-6.283,0,0.0888,0.232,0.0,0.148,0.777,91.99,audio_features,6EyiLJJh4cbg6Rsvrh4nUa,spotify:track:6EyiLJJh4cbg6Rsvrh4nUa,https://api.spotify.com/v1/tracks/6EyiLJJh4cbg6Rsvrh4nUa,https://api.spotify.com/v1/audio-analysis/6EyiLJJh4cbg6Rsvrh4nUa,214507,4
불면증 ,다이나믹 듀오,5P7VhjjsP9Wo9rqOwuN5W2,https://cdnimg.melon.co.kr/cm/album/images/000/40/482/40482_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.745,0.837,11,-5.054,0,0.221,0.221,0.0,0.327,0.782,96.883,audio_features,5P7VhjjsP9Wo9rqOwuN5W2,spotify:track:5P7VhjjsP9Wo9rqOwuN5W2,https://api.spotify.com/v1/tracks/5P7VhjjsP9Wo9rqOwuN5W2,https://api.spotify.com/v1/audio-analysis/5P7VhjjsP9Wo9rqOwuN5W2,249040,4
Rush ,리쌍,6BQHpjfkdasSXxCESwkFBt,https://cdnimg.melon.co.kr/cm/album/images/000/16/537/16537_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.58,0.921,8,-4.377,1,0.126,0.322,0.0,0.0588,0.743,169.11,audio_features,6BQHpjfkdasSXxCESwkFBt,spotify:track:6BQHpjfkdasSXxCESwkFBt,https://api.spotify.com/v1/tracks/6BQHpjfkdasSXxCESwkFBt,https://api.spotify.com/v1/audio-analysis/6BQHpjfkdasSXxCESwkFBt,236040,4
100 ,블랙넛 ,1SRjtcFmR2nR9NexBKLviw,https://cdnimg.melon.co.kr/cm/album/images/022/73/054/2273054_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.766,0.649,7,-5.653,1,0.171,0.0594,0.0,0.414,0.346,114.017,audio_features,1SRjtcFmR2nR9NexBKLviw,spotify:track:1SRjtcFmR2nR9NexBKLviw,https://api.spotify.com/v1/tracks/1SRjtcFmR2nR9NexBKLviw,https://api.spotify.com/v1/audio-analysis/1SRjtcFmR2nR9NexBKLviw,226338,4
뜨래요 ,배치기,5EjR7EATPpbzQ15mtW32AT,https://cdnimg.melon.co.kr/cm/album/images/022/43/562/2243562_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.797,0.911,2,-3.469,1,0.0668,0.0537,0.0,0.0655,0.79,123.018,audio_features,5EjR7EATPpbzQ15mtW32AT,spotify:track:5EjR7EATPpbzQ15mtW32AT,https://api.spotify.com/v1/tracks/5EjR7EATPpbzQ15mtW32AT,https://api.spotify.com/v1/audio-analysis/5EjR7EATPpbzQ15mtW32AT,205637,4
Danger,방탄소년단,04J5s84uP4HdSKg4eeBII9,https://cdnimg.melon.co.kr/cm/album/images/022/75/731/2275731_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.738,0.868,1,-3.363,1,0.0702,0.000907,0.000209,0.275,0.377,111.991,audio_features,04J5s84uP4HdSKg4eeBII9,spotify:track:04J5s84uP4HdSKg4eeBII9,https://api.spotify.com/v1/tracks/04J5s84uP4HdSKg4eeBII9,https://api.spotify.com/v1/audio-analysis/04J5s84uP4HdSKg4eeBII9,245140,4
Click Me ,Zion.T,2FeBUOTUUw0VwROcASJT4y,https://cdnimg.melon.co.kr/cm/album/images/021/80/913/2180913_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.703,0.447,9,-8.04,1,0.253,0.0832,0.0,0.265,0.0588,110.752,audio_features,2FeBUOTUUw0VwROcASJT4y,spotify:track:2FeBUOTUUw0VwROcASJT4y,https://api.spotify.com/v1/tracks/2FeBUOTUUw0VwROcASJT4y,https://api.spotify.com/v1/audio-analysis/2FeBUOTUUw0VwROcASJT4y,181164,4
나 이런사람이야,DJ DOC,0wpmXlNuGZMF0XJsbUTzuR,https://cdnimg.melon.co.kr/cm/album/images/009/68/252/968252_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.77,0.887,6,-2.51,0,0.0484,0.0502,0.0,0.0881,0.967,129.927,audio_features,0wpmXlNuGZMF0XJsbUTzuR,spotify:track:0wpmXlNuGZMF0XJsbUTzuR,https://api.spotify.com/v1/tracks/0wpmXlNuGZMF0XJsbUTzuR,https://api.spotify.com/v1/audio-analysis/0wpmXlNuGZMF0XJsbUTzuR,205024,4
Good Times ,팔로알토 ,550rFuoksrby9JcjjwyMGj,https://cdnimg.melon.co.kr/cm/album/images/022/83/109/2283109_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.821,0.547,7,-6.394,1,0.0844,0.115,0.0,0.107,0.31,119.953,audio_features,550rFuoksrby9JcjjwyMGj,spotify:track:550rFuoksrby9JcjjwyMGj,https://api.spotify.com/v1/tracks/550rFuoksrby9JcjjwyMGj,https://api.spotify.com/v1/audio-analysis/550rFuoksrby9JcjjwyMGj,239172,4
Smoking Dreams,Jazzyfact,50D5KNyJVSD3Sri94ZNzNJ,https://cdnimg.melon.co.kr/cm/album/images/010/53/151/1053151_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.551,0.879,0,-5.367,0,0.196,0.118,0.0,0.181,0.657,90.043,audio_features,50D5KNyJVSD3Sri94ZNzNJ,spotify:track:50D5KNyJVSD3Sri94ZNzNJ,https://api.spotify.com/v1/tracks/50D5KNyJVSD3Sri94ZNzNJ,https://api.spotify.com/v1/audio-analysis/50D5KNyJVSD3Sri94ZNzNJ,237497,4
AIRPLANE,iKON,1ZfVxNlKpUHv8ZA8ri59nX,https://cdnimg.melon.co.kr/cm/album/images/026/40/151/2640151_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.546,0.687,0,-5.547,1,0.214,0.219,0.0,0.428,0.529,173.814,audio_features,1ZfVxNlKpUHv8ZA8ri59nX,spotify:track:1ZfVxNlKpUHv8ZA8ri59nX,https://api.spotify.com/v1/tracks/1ZfVxNlKpUHv8ZA8ri59nX,https://api.spotify.com/v1/audio-analysis/1ZfVxNlKpUHv8ZA8ri59nX,216043,4
Too Much ,크라운제이 ,41hCBbYPqyk2zCZlBsRDoF,https://cdnimg.melon.co.kr/cm/album/images/003/80/143/380143_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.667,0.579,0,-6.695,1,0.0624,0.0156,0.0,0.188,0.81,85.023,audio_features,41hCBbYPqyk2zCZlBsRDoF,spotify:track:41hCBbYPqyk2zCZlBsRDoF,https://api.spotify.com/v1/tracks/41hCBbYPqyk2zCZlBsRDoF,https://api.spotify.com/v1/audio-analysis/41hCBbYPqyk2zCZlBsRDoF,260911,4
Falling In Love,2NE1,2Jj05yf4C9PWgH7xQuVNIm,https://cdnimg.melon.co.kr/cm/album/images/021/91/762/2191762_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.66,0.626,11,-2.524,1,0.0719,0.0325,0.0,0.369,0.418,176.194,audio_features,2Jj05yf4C9PWgH7xQuVNIm,spotify:track:2Jj05yf4C9PWgH7xQuVNIm,https://api.spotify.com/v1/tracks/2Jj05yf4C9PWgH7xQuVNIm,https://api.spotify.com/v1/audio-analysis/2Jj05yf4C9PWgH7xQuVNIm,226575,4
VENI VIDI VICI ,지코 ,236tYcVPjOQEXZHtwrJCpk,https://cdnimg.melon.co.kr/cm/album/images/026/55/015/2655015_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.697,0.929,6,-2.558,1,0.318,0.0576,0.0,0.275,0.759,105.367,audio_features,236tYcVPjOQEXZHtwrJCpk,spotify:track:236tYcVPjOQEXZHtwrJCpk,https://api.spotify.com/v1/tracks/236tYcVPjOQEXZHtwrJCpk,https://api.spotify.com/v1/audio-analysis/236tYcVPjOQEXZHtwrJCpk,193573,4
Miss Right,방탄소년단,4PUF5SoqVvjkxhILmuW9Q5,https://cdnimg.melon.co.kr/cm/album/images/022/56/072/2256072_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.718,0.835,1,-4.925,1,0.213,0.371,0.0,0.0764,0.855,92.97,audio_features,4PUF5SoqVvjkxhILmuW9Q5,spotify:track:4PUF5SoqVvjkxhILmuW9Q5,https://api.spotify.com/v1/tracks/4PUF5SoqVvjkxhILmuW9Q5,https://api.spotify.com/v1/audio-analysis/4PUF5SoqVvjkxhILmuW9Q5,241375,4
8:45 Heaven,드렁큰 타이거,4P9K00Tn5xOfXc5AIHvD3I,https://cdnimg.melon.co.kr/cm/album/images/003/57/620/357620_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.683,0.908,7,-4.322,0,0.231,0.136,0.0,0.08,0.378,89.934,audio_features,4P9K00Tn5xOfXc5AIHvD3I,spotify:track:4P9K00Tn5xOfXc5AIHvD3I,https://api.spotify.com/v1/tracks/4P9K00Tn5xOfXc5AIHvD3I,https://api.spotify.com/v1/audio-analysis/4P9K00Tn5xOfXc5AIHvD3I,282480,4
No.3 ,배치기,0ld6OTonElmaIg1PLfbxZD,https://cdnimg.melon.co.kr/cm/album/images/003/82/829/382829_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.628,0.968,9,-3.016,0,0.0524,0.00488,0.0,0.171,0.929,128.049,audio_features,0ld6OTonElmaIg1PLfbxZD,spotify:track:0ld6OTonElmaIg1PLfbxZD,https://api.spotify.com/v1/tracks/0ld6OTonElmaIg1PLfbxZD,https://api.spotify.com/v1/audio-analysis/0ld6OTonElmaIg1PLfbxZD,237333,4
Body Language ,San E ,1phL3dVWvwuDcfoLzSKnD6,https://cdnimg.melon.co.kr/cm/album/images/022/71/317/2271317_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 랩힙합,0.814,0.816,7,-3.126,1,0.154,0.443,0.0,0.493,0.863,136.016,audio_features,1phL3dVWvwuDcfoLzSKnD6,spotify:track:1phL3dVWvwuDcfoLzSKnD6,https://api.spotify.com/v1/tracks/1phL3dVWvwuDcfoLzSKnD6,https://api.spotify.com/v1/audio-analysis/1phL3dVWvwuDcfoLzSKnD6,216814,4
