title,artist,track_id,track_image,country,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Khata,"DJ Lucky, Rapthor",6AB6Hn6ij7MCy1P2RDGd6X,https://cdnimg.melon.co.kr/cm2/album/images/115/60/389/11560389_20240806165601_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.777,0.576,11,-12.776,0,0.27,0.724,0.0,0.379,0.353,90.04,audio_features,6AB6Hn6ij7MCy1P2RDGd6X,spotify:track:6AB6Hn6ij7MCy1P2RDGd6X,https://api.spotify.com/v1/tracks/6AB6Hn6ij7MCy1P2RDGd6X,https://api.spotify.com/v1/audio-analysis/6AB6Hn6ij7MCy1P2RDGd6X,144382,3
Listen Girl,Dior,7J3cBFmjtBWQNue6Ye7bHD,https://cdnimg.melon.co.kr/cm2/album/images/115/60/388/11560388_20240806165552_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.583,0.521,3,-4.106,0,0.332,0.246,0.0,0.173,0.906,128.038,audio_features,7J3cBFmjtBWQNue6Ye7bHD,spotify:track:7J3cBFmjtBWQNue6Ye7bHD,https://api.spotify.com/v1/tracks/7J3cBFmjtBWQNue6Ye7bHD,https://api.spotify.com/v1/audio-analysis/7J3cBFmjtBWQNue6Ye7bHD,187163,5
Tranen En Een Hoop Frustratie,"Josbros, Crooks",6tMJ4PU45kuusfh8juxrDu,https://cdnimg.melon.co.kr/cm2/album/images/115/60/360/11560360_20240806164631_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.58,0.346,1,-8.379,1,0.0732,0.0416,3.73e-05,0.136,0.145,78.938,audio_features,6tMJ4PU45kuusfh8juxrDu,spotify:track:6tMJ4PU45kuusfh8juxrDu,https://api.spotify.com/v1/tracks/6tMJ4PU45kuusfh8juxrDu,https://api.spotify.com/v1/audio-analysis/6tMJ4PU45kuusfh8juxrDu,194810,4
Jehovah,"Jeriq, Bella Shmurda",7EfjkOYi6He33zzUoHuUjs,https://cdnimg.melon.co.kr/cm2/album/images/115/60/352/11560352_20240806164441_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.66,0.609,9,-9.78,1,0.101,0.246,0.0,0.233,0.54,99.942,audio_features,7EfjkOYi6He33zzUoHuUjs,spotify:track:7EfjkOYi6He33zzUoHuUjs,https://api.spotify.com/v1/tracks/7EfjkOYi6He33zzUoHuUjs,https://api.spotify.com/v1/audio-analysis/7EfjkOYi6He33zzUoHuUjs,164760,4
Hijene,Grk,5kjcdD1hrqaYAXF8uTZkAf,https://cdnimg.melon.co.kr/cm2/album/images/115/60/333/11560333_20240806163911_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.7,0.597,7,-7.848,1,0.305,0.587,0.0,0.0556,0.288,140.262,audio_features,5kjcdD1hrqaYAXF8uTZkAf,spotify:track:5kjcdD1hrqaYAXF8uTZkAf,https://api.spotify.com/v1/tracks/5kjcdD1hrqaYAXF8uTZkAf,https://api.spotify.com/v1/audio-analysis/5kjcdD1hrqaYAXF8uTZkAf,171429,4
Kopfsache,FRISO,44dnpEV3ALSX36p64J8cIb,https://cdnimg.melon.co.kr/cm2/album/images/115/60/332/11560332_20240806163910_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.737,0.527,5,-9.735,1,0.266,0.271,0.000364,0.098,0.0843,99.766,audio_features,44dnpEV3ALSX36p64J8cIb,spotify:track:44dnpEV3ALSX36p64J8cIb,https://api.spotify.com/v1/tracks/44dnpEV3ALSX36p64J8cIb,https://api.spotify.com/v1/audio-analysis/44dnpEV3ALSX36p64J8cIb,192000,4
Argue With Me ,LucasRaps,3ZaW7W4qhKiSTycQHC53jw,https://cdnimg.melon.co.kr/cm2/album/images/115/60/294/11560294_20240806163538_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.669,0.66,1,-5.896,1,0.0368,0.00132,0.0,0.335,0.163,82.005,audio_features,3ZaW7W4qhKiSTycQHC53jw,spotify:track:3ZaW7W4qhKiSTycQHC53jw,https://api.spotify.com/v1/tracks/3ZaW7W4qhKiSTycQHC53jw,https://api.spotify.com/v1/audio-analysis/3ZaW7W4qhKiSTycQHC53jw,169756,4
Pogubiony,"KRAMAR, Rafalvu",0Fq6RlDkjH52JdGu1EdCNn,https://cdnimg.melon.co.kr/cm2/album/images/115/60/278/11560278_20240806163331_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.862,0.806,7,-5.727,1,0.0897,0.133,1.03e-05,0.11,0.511,118.965,audio_features,0Fq6RlDkjH52JdGu1EdCNn,spotify:track:0Fq6RlDkjH52JdGu1EdCNn,https://api.spotify.com/v1/tracks/0Fq6RlDkjH52JdGu1EdCNn,https://api.spotify.com/v1/audio-analysis/0Fq6RlDkjH52JdGu1EdCNn,189580,4
1/4 na prd II ,Prago Union,4Viq4FAHEG8yNIoBIro8JR,https://cdnimg.melon.co.kr/cm2/album/images/115/60/270/11560270_20240806163149_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.76,0.76,0,-5.712,1,0.179,0.0146,0.0,0.064,0.961,89.973,audio_features,4Viq4FAHEG8yNIoBIro8JR,spotify:track:4Viq4FAHEG8yNIoBIro8JR,https://api.spotify.com/v1/tracks/4Viq4FAHEG8yNIoBIro8JR,https://api.spotify.com/v1/audio-analysis/4Viq4FAHEG8yNIoBIro8JR,189320,4
Please Tell Nobody,Spinabenz,7di9QxFCDaEAQUfT55xpH4,https://cdnimg.melon.co.kr/cm2/album/images/115/59/992/11559992_20240806122119_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.625,0.442,3,-10.896,0,0.428,0.132,0.0,0.144,0.355,153.927,audio_features,7di9QxFCDaEAQUfT55xpH4,spotify:track:7di9QxFCDaEAQUfT55xpH4,https://api.spotify.com/v1/tracks/7di9QxFCDaEAQUfT55xpH4,https://api.spotify.com/v1/audio-analysis/7di9QxFCDaEAQUfT55xpH4,149664,4
Hyde Park,"Mark Battles, Quality Control",3W50xDzVZNF6VHDblZLASn,https://cdnimg.melon.co.kr/cm2/album/images/115/59/988/11559988_20240806122108_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.721,0.66,5,-6.471,0,0.0562,0.125,0.0,0.329,0.857,132.977,audio_features,3W50xDzVZNF6VHDblZLASn,spotify:track:3W50xDzVZNF6VHDblZLASn,https://api.spotify.com/v1/tracks/3W50xDzVZNF6VHDblZLASn,https://api.spotify.com/v1/audio-analysis/3W50xDzVZNF6VHDblZLASn,129929,4
Forever,Xanman,23bTmbOZ3bIh9ic8eWJ5Mp,https://cdnimg.melon.co.kr/cm2/album/images/115/59/972/11559972_20240806121957_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.838,0.426,1,-14.051,0,0.183,0.51,0.0,0.0967,0.849,147.967,audio_features,23bTmbOZ3bIh9ic8eWJ5Mp,spotify:track:23bTmbOZ3bIh9ic8eWJ5Mp,https://api.spotify.com/v1/tracks/23bTmbOZ3bIh9ic8eWJ5Mp,https://api.spotify.com/v1/audio-analysis/23bTmbOZ3bIh9ic8eWJ5Mp,156024,4
Bentley Mulsanne,Summrs,4UXSbF7MKvk07Z62i4CjBg,https://cdnimg.melon.co.kr/cm2/album/images/115/59/970/11559970_20240806121953_500.jpg/melon/resize/120/quality/80/optimize,Oversea,해외 밴드,0.656,0.701,7,-9.583,0,0.239,0.0907,0.0,0.371,0.46,140.174,audio_features,4UXSbF7MKvk07Z62i4CjBg,spotify:track:4UXSbF7MKvk07Z62i4CjBg,https://api.spotify.com/v1/tracks/4UXSbF7MKvk07Z62i4CjBg,https://api.spotify.com/v1/audio-analysis/4UXSbF7MKvk07Z62i4CjBg,137143,4
