title,artist,track_id,track_image,country,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Violet forest ,Seigen Ono,1TumIEbA6blhGHJ8yCDY0S,https://cdnimg.melon.co.kr/cm2/album/images/115/49/802/11549802_20240724152827_500.jpg/melon/resize/120/quality/80/optimize,etc,0.224,0.121,8,-42.262,1,0.334,0.0201,0.89,0.34,0.191,69.367,audio_features,1TumIEbA6blhGHJ8yCDY0S,spotify:track:1TumIEbA6blhGHJ8yCDY0S,https://api.spotify.com/v1/tracks/1TumIEbA6blhGHJ8yCDY0S,https://api.spotify.com/v1/audio-analysis/1TumIEbA6blhGHJ8yCDY0S,549064,3
Tadeu’s beach ,Seigen Ono,3sEh0jkqKCYDiTNrtcjPzU,https://cdnimg.melon.co.kr/cm2/album/images/115/48/945/11548945_20240723195103_500.jpg/melon/resize/120/quality/80/optimize,etc,0.131,0.565,9,-31.283,1,0.0567,0.177,0.0205,0.342,0.0237,96.801,audio_features,3sEh0jkqKCYDiTNrtcjPzU,spotify:track:3sEh0jkqKCYDiTNrtcjPzU,https://api.spotify.com/v1/tracks/3sEh0jkqKCYDiTNrtcjPzU,https://api.spotify.com/v1/audio-analysis/3sEh0jkqKCYDiTNrtcjPzU,1430882,4
Fernando’s beach ,Seigen Ono,2Y9zbZsotimgNuQN5DaygR,https://cdnimg.melon.co.kr/cm2/album/images/115/43/449/11543449_20240716211544_500.jpg/melon/resize/120/quality/80/optimize,etc,0.0814,0.404,9,-34.577,1,0.0577,0.831,0.825,0.353,0.0266,69.48,audio_features,2Y9zbZsotimgNuQN5DaygR,spotify:track:2Y9zbZsotimgNuQN5DaygR,https://api.spotify.com/v1/tracks/2Y9zbZsotimgNuQN5DaygR,https://api.spotify.com/v1/audio-analysis/2Y9zbZsotimgNuQN5DaygR,1814387,4
Cézanne,Walter Smith III,0JERQpFXjfbK8pWqKGiMXF,https://cdnimg.melon.co.kr/cm2/album/images/115/52/929/11552929_20240729162045_500.jpg/melon/resize/120/quality/80/optimize,etc,0.458,0.522,2,-11.915,0,0.0377,0.903,0.716,0.0751,0.423,90.044,audio_features,0JERQpFXjfbK8pWqKGiMXF,spotify:track:0JERQpFXjfbK8pWqKGiMXF,https://api.spotify.com/v1/tracks/0JERQpFXjfbK8pWqKGiMXF,https://api.spotify.com/v1/audio-analysis/0JERQpFXjfbK8pWqKGiMXF,276680,5
Dolorum Timoris,Radoslaw Kostecki,6f5gIlBn2W7J2igZLZw4wO,https://cdnimg.melon.co.kr/cm2/album/images/074/52/313/7452313_20240510194920_500.jpg/melon/resize/120/quality/80/optimize,etc,0.579,0.0115,4,-27.193,0,0.113,0.946,0.92,0.141,0.167,126.54,audio_features,6f5gIlBn2W7J2igZLZw4wO,spotify:track:6f5gIlBn2W7J2igZLZw4wO,https://api.spotify.com/v1/tracks/6f5gIlBn2W7J2igZLZw4wO,https://api.spotify.com/v1/audio-analysis/6f5gIlBn2W7J2igZLZw4wO,338430,3
In The Breaks,Galliano,34IBYWXWppPwRJa9mCuPtc,https://cdnimg.melon.co.kr/cm2/album/images/115/59/553/11559553_20240806100304_500.jpg/melon/resize/120/quality/80/optimize,etc,0.74,0.629,2,-9.586,1,0.069,0.343,0.000966,0.143,0.629,122.087,audio_features,34IBYWXWppPwRJa9mCuPtc,spotify:track:34IBYWXWppPwRJa9mCuPtc,https://api.spotify.com/v1/tracks/34IBYWXWppPwRJa9mCuPtc,https://api.spotify.com/v1/audio-analysis/34IBYWXWppPwRJa9mCuPtc,289933,4
Dancing Clouds,JAZZ RIVER LIGHT,5pTbAq6yRMBj6hMRqwKvFU,https://cdnimg.melon.co.kr/cm2/album/images/115/58/743/11558743_20240805125303_500.jpg/melon/resize/120/quality/80/optimize,etc,0.369,0.139,2,-21.179,1,0.0472,0.989,0.939,0.109,0.169,62.534,audio_features,5pTbAq6yRMBj6hMRqwKvFU,spotify:track:5pTbAq6yRMBj6hMRqwKvFU,https://api.spotify.com/v1/tracks/5pTbAq6yRMBj6hMRqwKvFU,https://api.spotify.com/v1/audio-analysis/5pTbAq6yRMBj6hMRqwKvFU,188238,4
Echo Sax Revival,Caleb Arredondo,3PVFXyOLccEFxzCsz7wjFp,https://cdnimg.melon.co.kr/cm2/album/images/115/57/315/11557315_20240802141000_500.jpg/melon/resize/120/quality/80/optimize,etc,0.297,0.269,9,-11.736,0,0.0506,0.974,0.547,0.113,0.435,66.175,audio_features,3PVFXyOLccEFxzCsz7wjFp,spotify:track:3PVFXyOLccEFxzCsz7wjFp,https://api.spotify.com/v1/tracks/3PVFXyOLccEFxzCsz7wjFp,https://api.spotify.com/v1/audio-analysis/3PVFXyOLccEFxzCsz7wjFp,75297,3
Endeavor,이철윤프로젝트,2p9BO5sYcVppq8JebHjRTv,https://cdnimg.melon.co.kr/cm2/album/images/115/54/017/11554017_20240730143221_500.jpg/melon/resize/120/quality/80/optimize,etc,0.685,0.569,4,-9.411,0,0.0438,0.125,0.0146,0.149,0.839,119.987,audio_features,2p9BO5sYcVppq8JebHjRTv,spotify:track:2p9BO5sYcVppq8JebHjRTv,https://api.spotify.com/v1/tracks/2p9BO5sYcVppq8JebHjRTv,https://api.spotify.com/v1/audio-analysis/2p9BO5sYcVppq8JebHjRTv,201500,4
Dark Roast,baegel,5Yp4vJOgWKt9FCLpzp5NNb,https://cdnimg.melon.co.kr/cm2/album/images/115/53/610/11553610_20240730095029_500.jpg/melon/resize/120/quality/80/optimize,etc,0.64,0.131,5,-19.889,0,0.0333,0.932,0.869,0.113,0.201,112.283,audio_features,5Yp4vJOgWKt9FCLpzp5NNb,spotify:track:5Yp4vJOgWKt9FCLpzp5NNb,https://api.spotify.com/v1/tracks/5Yp4vJOgWKt9FCLpzp5NNb,https://api.spotify.com/v1/audio-analysis/5Yp4vJOgWKt9FCLpzp5NNb,208375,4
Deep Inside,Fox Capture Plan,7C2gjabTwmzyQrIvGC6wUW,https://cdnimg.melon.co.kr/cm2/album/images/115/53/392/11553392_20240729192212_500.jpg/melon/resize/120/quality/80/optimize,etc,0.477,0.903,7,-5.594,1,0.0312,0.0011,0.819,0.346,0.52,95.018,audio_features,7C2gjabTwmzyQrIvGC6wUW,spotify:track:7C2gjabTwmzyQrIvGC6wUW,https://api.spotify.com/v1/tracks/7C2gjabTwmzyQrIvGC6wUW,https://api.spotify.com/v1/audio-analysis/7C2gjabTwmzyQrIvGC6wUW,240316,4
Moonlight ,Catbeat,671X2lFuUHW0bEaE9zrdbp,https://cdnimg.melon.co.kr/cm2/album/images/115/53/332/11553332_20240729184438_500.jpg/melon/resize/120/quality/80/optimize,etc,0.682,0.0661,1,-18.296,1,0.0446,0.858,0.0,0.0851,0.379,108.855,audio_features,671X2lFuUHW0bEaE9zrdbp,spotify:track:671X2lFuUHW0bEaE9zrdbp,https://api.spotify.com/v1/tracks/671X2lFuUHW0bEaE9zrdbp,https://api.spotify.com/v1/audio-analysis/671X2lFuUHW0bEaE9zrdbp,189097,3
Omaru ,Marty Holoubek,6evv7ArfpN7FYlnwScDMPL,https://cdnimg.melon.co.kr/cm2/album/images/115/51/269/11551269_20240725170705_500.jpg/melon/resize/120/quality/80/optimize,etc,0.52,0.402,6,-14.741,0,0.0348,0.878,0.936,0.0971,0.408,91.606,audio_features,6evv7ArfpN7FYlnwScDMPL,spotify:track:6evv7ArfpN7FYlnwScDMPL,https://api.spotify.com/v1/tracks/6evv7ArfpN7FYlnwScDMPL,https://api.spotify.com/v1/audio-analysis/6evv7ArfpN7FYlnwScDMPL,307003,4
Dashi,Hara Noda,3yoIjotNwzJa9Pia2yWGRk,https://cdnimg.melon.co.kr/cm2/album/images/115/50/326/11550326_20240724175449_500.jpg/melon/resize/120/quality/80/optimize,etc,0.576,0.603,5,-6.929,0,0.0446,0.187,0.878,0.0791,0.512,128.863,audio_features,3yoIjotNwzJa9Pia2yWGRk,spotify:track:3yoIjotNwzJa9Pia2yWGRk,https://api.spotify.com/v1/tracks/3yoIjotNwzJa9Pia2yWGRk,https://api.spotify.com/v1/audio-analysis/3yoIjotNwzJa9Pia2yWGRk,157125,4
Equitis Tristis,Radoslaw Kostecki,7Bh7r4mGJ9CkshOD6YIHHZ,https://cdnimg.melon.co.kr/cm2/album/images/074/52/311/7452311_20240510194917_500.jpg/melon/resize/120/quality/80/optimize,etc,0.334,0.00724,3,-28.382,1,0.103,0.983,0.889,0.127,0.263,69.169,audio_features,7Bh7r4mGJ9CkshOD6YIHHZ,spotify:track:7Bh7r4mGJ9CkshOD6YIHHZ,https://api.spotify.com/v1/tracks/7Bh7r4mGJ9CkshOD6YIHHZ,https://api.spotify.com/v1/audio-analysis/7Bh7r4mGJ9CkshOD6YIHHZ,181017,3
Oscillation,Rahul Uikey,1F2mpXdEf3yaxVlsdqCg3g,https://cdnimg.melon.co.kr/cm2/album/images/115/52/936/11552936_20240729162145_500.jpg/melon/resize/120/quality/80/optimize,etc,0.129,0.123,6,-22.703,1,0.0432,0.925,0.621,0.215,0.0655,76.558,audio_features,1F2mpXdEf3yaxVlsdqCg3g,spotify:track:1F2mpXdEf3yaxVlsdqCg3g,https://api.spotify.com/v1/tracks/1F2mpXdEf3yaxVlsdqCg3g,https://api.spotify.com/v1/audio-analysis/1F2mpXdEf3yaxVlsdqCg3g,398677,4
Jacket Potato,"Soul Food Horns, Sebastian Kamae, Slug",52n6pX9M0IP2VQsKRLWtGP,https://cdnimg.melon.co.kr/cm2/album/images/115/52/900/11552900_20240729160512_500.jpg/melon/resize/120/quality/80/optimize,etc,0.687,0.562,7,-12.035,0,0.138,0.484,0.875,0.131,0.249,91.945,audio_features,52n6pX9M0IP2VQsKRLWtGP,spotify:track:52n6pX9M0IP2VQsKRLWtGP,https://api.spotify.com/v1/tracks/52n6pX9M0IP2VQsKRLWtGP,https://api.spotify.com/v1/audio-analysis/52n6pX9M0IP2VQsKRLWtGP,168966,4
Moonlight Bliss,Pranav Aditya,0hWurct06Nu7x8cGAByNe3,https://cdnimg.melon.co.kr/cm2/album/images/115/52/566/11552566_20240729141139_500.jpg/melon/resize/120/quality/80/optimize,etc,0.0787,0.0666,2,-24.626,1,0.0449,0.884,0.905,0.0964,0.0388,74.233,audio_features,0hWurct06Nu7x8cGAByNe3,spotify:track:0hWurct06Nu7x8cGAByNe3,https://api.spotify.com/v1/tracks/0hWurct06Nu7x8cGAByNe3,https://api.spotify.com/v1/audio-analysis/0hWurct06Nu7x8cGAByNe3,353086,1
Chori Chori Chupke Chupke ,"Alka Yagnik, Babul Supriyo, Deepanshu Ruhela",766TKQcqT43cADFEXHFScc,https://cdnimg.melon.co.kr/cm2/album/images/115/52/555/11552555_20240729140918_500.jpg/melon/resize/120/quality/80/optimize,etc,0.413,0.853,7,-8.098,1,0.153,0.266,0.000237,0.308,0.351,170.137,audio_features,766TKQcqT43cADFEXHFScc,spotify:track:766TKQcqT43cADFEXHFScc,https://api.spotify.com/v1/tracks/766TKQcqT43cADFEXHFScc,https://api.spotify.com/v1/audio-analysis/766TKQcqT43cADFEXHFScc,180706,4
Enjoy the Moment,WOOD HYLAND,7bPTO9ISCj05bIcHjMc0Br,https://cdnimg.melon.co.kr/cm2/album/images/115/52/302/11552302_20240726183440_500.jpg/melon/resize/120/quality/80/optimize,etc,0.596,0.382,5,-12.745,0,0.0612,0.865,0.892,0.126,0.546,83.877,audio_features,7bPTO9ISCj05bIcHjMc0Br,spotify:track:7bPTO9ISCj05bIcHjMc0Br,https://api.spotify.com/v1/tracks/7bPTO9ISCj05bIcHjMc0Br,https://api.spotify.com/v1/audio-analysis/7bPTO9ISCj05bIcHjMc0Br,150480,4
Greeting Mother Sea ,Abase,08sFT96accCR9LynAlsGaf,https://cdnimg.melon.co.kr/cm2/album/images/115/52/285/11552285_20240726183021_500.jpg/melon/resize/120/quality/80/optimize,etc,0.35,0.102,7,-22.501,0,0.044,0.93,0.913,0.0937,0.333,103.634,audio_features,08sFT96accCR9LynAlsGaf,spotify:track:08sFT96accCR9LynAlsGaf,https://api.spotify.com/v1/tracks/08sFT96accCR9LynAlsGaf,https://api.spotify.com/v1/audio-analysis/08sFT96accCR9LynAlsGaf,90973,1
Best Left Unsolved ,BADBADNOTGOOD,7ptQ7GZUadcKrcY1NosHtw,https://cdnimg.melon.co.kr/cm2/album/images/115/46/866/11546866_20240722131517_500.jpg/melon/resize/120/quality/80/optimize,etc,0.547,0.561,9,-12.368,1,0.0439,0.362,0.947,0.0908,0.932,106.947,audio_features,7ptQ7GZUadcKrcY1NosHtw,spotify:track:7ptQ7GZUadcKrcY1NosHtw,https://api.spotify.com/v1/tracks/7ptQ7GZUadcKrcY1NosHtw,https://api.spotify.com/v1/audio-analysis/7ptQ7GZUadcKrcY1NosHtw,326240,4
In Amaro Silentio,Radoslaw Kostecki,0k63gFW3o4Umk2XHVYMF12,https://cdnimg.melon.co.kr/cm2/album/images/074/52/310/7452310_20240510194917_500.jpg/melon/resize/120/quality/80/optimize,etc,0.48,0.0032,0,-27.628,0,0.0729,0.979,0.85,0.071,0.533,70.179,audio_features,0k63gFW3o4Umk2XHVYMF12,spotify:track:0k63gFW3o4Umk2XHVYMF12,https://api.spotify.com/v1/tracks/0k63gFW3o4Umk2XHVYMF12,https://api.spotify.com/v1/audio-analysis/0k63gFW3o4Umk2XHVYMF12,188540,4
Out Of Nowhere,"Masahiko Osaka, Tomonao Hara Quintet",3MUlr7ENeEEoj1BQAmWbAp,https://cdnimg.melon.co.kr/cm2/album/images/115/52/429/11552429_20240729104109_500.jpg/melon/resize/120/quality/80/optimize,etc,0.593,0.19,7,-16.105,1,0.0412,0.886,0.708,0.114,0.319,136.888,audio_features,3MUlr7ENeEEoj1BQAmWbAp,spotify:track:3MUlr7ENeEEoj1BQAmWbAp,https://api.spotify.com/v1/tracks/3MUlr7ENeEEoj1BQAmWbAp,https://api.spotify.com/v1/audio-analysis/3MUlr7ENeEEoj1BQAmWbAp,361000,4
Only Sugar Only Fans ,피아컬 ,1zAu2x2J3tVnjL3BdF2Nm1,https://cdnimg.melon.co.kr/cm2/album/images/115/52/134/11552134_20240726171843_500.jpg/melon/resize/120/quality/80/optimize,etc,0.452,0.201,0,-10.885,1,0.0397,0.973,0.0217,0.102,0.174,123.149,audio_features,1zAu2x2J3tVnjL3BdF2Nm1,spotify:track:1zAu2x2J3tVnjL3BdF2Nm1,https://api.spotify.com/v1/tracks/1zAu2x2J3tVnjL3BdF2Nm1,https://api.spotify.com/v1/audio-analysis/1zAu2x2J3tVnjL3BdF2Nm1,230806,3
Aarond,SCVM,2WucOgiZ0nmni85DuzFGlS,https://cdnimg.melon.co.kr/cm2/album/images/115/52/085/11552085_20240726171046_500.jpg/melon/resize/120/quality/80/optimize,etc,0.752,0.161,0,-22.517,0,0.0572,0.944,0.925,0.102,0.872,131.444,audio_features,2WucOgiZ0nmni85DuzFGlS,spotify:track:2WucOgiZ0nmni85DuzFGlS,https://api.spotify.com/v1/tracks/2WucOgiZ0nmni85DuzFGlS,https://api.spotify.com/v1/audio-analysis/2WucOgiZ0nmni85DuzFGlS,120000,4
2009 ,MARKED FOR DEATH,4BfdMvXHCQASHUJHcJuVvS,https://cdnimg.melon.co.kr/cm2/album/images/115/52/076/11552076_20240726170956_500.jpg/melon/resize/120/quality/80/optimize,etc,0.549,0.511,5,-8.746,1,0.0333,0.506,0.886,0.0956,0.309,100.02,audio_features,4BfdMvXHCQASHUJHcJuVvS,spotify:track:4BfdMvXHCQASHUJHcJuVvS,https://api.spotify.com/v1/tracks/4BfdMvXHCQASHUJHcJuVvS,https://api.spotify.com/v1/audio-analysis/4BfdMvXHCQASHUJHcJuVvS,455253,3
LangaJ RaLavire,Jowee Omicil,6ByiCQbCkzTt91ZD21IdrX,https://cdnimg.melon.co.kr/cm2/album/images/115/51/562/11551562_20240726105726_500.jpg/melon/resize/120/quality/80/optimize,etc,0.493,0.722,1,-8.623,0,0.204,0.474,0.703,0.612,0.605,170.578,audio_features,6ByiCQbCkzTt91ZD21IdrX,spotify:track:6ByiCQbCkzTt91ZD21IdrX,https://api.spotify.com/v1/tracks/6ByiCQbCkzTt91ZD21IdrX,https://api.spotify.com/v1/audio-analysis/6ByiCQbCkzTt91ZD21IdrX,348712,4
Stan' Clear Of Closing Door,Suguru Miyaji,0DZeH8GAYxgrapPgLEVd4x,https://cdnimg.melon.co.kr/cm2/album/images/115/51/421/11551421_20240725185430_500.jpg/melon/resize/120/quality/80/optimize,etc,0.418,0.413,5,-13.899,0,0.0359,0.395,0.189,0.137,0.643,152.091,audio_features,0DZeH8GAYxgrapPgLEVd4x,spotify:track:0DZeH8GAYxgrapPgLEVd4x,https://api.spotify.com/v1/tracks/0DZeH8GAYxgrapPgLEVd4x,https://api.spotify.com/v1/audio-analysis/0DZeH8GAYxgrapPgLEVd4x,325293,4
MR. BROWN,TanaReid,2CLDMiHgjoyxDpgrc02kiG,https://cdnimg.melon.co.kr/cm2/album/images/115/51/420/11551420_20240725185414_500.jpg/melon/resize/120/quality/80/optimize,etc,0.419,0.422,3,-14.756,0,0.0347,0.42,0.0111,0.18,0.386,103.746,audio_features,2CLDMiHgjoyxDpgrc02kiG,spotify:track:2CLDMiHgjoyxDpgrc02kiG,https://api.spotify.com/v1/tracks/2CLDMiHgjoyxDpgrc02kiG,https://api.spotify.com/v1/audio-analysis/2CLDMiHgjoyxDpgrc02kiG,398200,4
On The Trap,Suguru Miyaji,0LdV3vZojLtZ789KCxe1il,https://cdnimg.melon.co.kr/cm2/album/images/115/51/418/11551418_20240725185239_500.jpg/melon/resize/120/quality/80/optimize,etc,0.468,0.473,10,-7.995,0,0.0351,0.769,0.687,0.115,0.422,146.408,audio_features,0LdV3vZojLtZ789KCxe1il,spotify:track:0LdV3vZojLtZ789KCxe1il,https://api.spotify.com/v1/tracks/0LdV3vZojLtZ789KCxe1il,https://api.spotify.com/v1/audio-analysis/0LdV3vZojLtZ789KCxe1il,160973,4
Cradle Song,Yuichi Inoue,5sWUFrjyA9AkyNc7iWF2Gr,https://cdnimg.melon.co.kr/cm2/album/images/115/51/417/11551417_20240725185153_500.jpg/melon/resize/120/quality/80/optimize,etc,0.36,0.126,4,-19.808,0,0.0425,0.994,0.946,0.106,0.194,94.591,audio_features,5sWUFrjyA9AkyNc7iWF2Gr,spotify:track:5sWUFrjyA9AkyNc7iWF2Gr,https://api.spotify.com/v1/tracks/5sWUFrjyA9AkyNc7iWF2Gr,https://api.spotify.com/v1/audio-analysis/5sWUFrjyA9AkyNc7iWF2Gr,252240,4
TEMPUS FUGIT,Yuichi Inoue,03SnSn9xQii0nHpisXhSun,https://cdnimg.melon.co.kr/cm2/album/images/115/51/416/11551416_20240725185143_500.jpg/melon/resize/120/quality/80/optimize,etc,0.423,0.319,9,-16.512,1,0.0331,0.537,0.683,0.127,0.448,145.358,audio_features,03SnSn9xQii0nHpisXhSun,spotify:track:03SnSn9xQii0nHpisXhSun,https://api.spotify.com/v1/tracks/03SnSn9xQii0nHpisXhSun,https://api.spotify.com/v1/audio-analysis/03SnSn9xQii0nHpisXhSun,325360,4
Maconde,Shingo Okudaira,1X1vxABr2BVRt4Q3pNRM6g,https://cdnimg.melon.co.kr/cm2/album/images/115/51/415/11551415_20240725185125_500.jpg/melon/resize/120/quality/80/optimize,etc,0.452,0.452,5,-12.655,1,0.0599,0.0747,0.591,0.0697,0.356,100.436,audio_features,1X1vxABr2BVRt4Q3pNRM6g,spotify:track:1X1vxABr2BVRt4Q3pNRM6g,https://api.spotify.com/v1/tracks/1X1vxABr2BVRt4Q3pNRM6g,https://api.spotify.com/v1/audio-analysis/1X1vxABr2BVRt4Q3pNRM6g,379440,4
If I Should Lose You,JAZZ BATTLE ROYAL,4n7nNOo5hA0EaN2DWhuNUA,https://cdnimg.melon.co.kr/cm2/album/images/115/51/414/11551414_20240725185009_500.jpg/melon/resize/120/quality/80/optimize,etc,0.449,0.289,7,-14.9,0,0.0399,0.296,0.0332,0.656,0.505,75.567,audio_features,4n7nNOo5hA0EaN2DWhuNUA,spotify:track:4n7nNOo5hA0EaN2DWhuNUA,https://api.spotify.com/v1/tracks/4n7nNOo5hA0EaN2DWhuNUA,https://api.spotify.com/v1/audio-analysis/4n7nNOo5hA0EaN2DWhuNUA,376027,4
Maciej Ziarkowski,Radoslaw Kostecki,0Y1FmEsQepBRzGmS41FsL6,https://cdnimg.melon.co.kr/cm2/album/images/073/45/456/7345456_20240306185822_500.jpg/melon/resize/120/quality/80/optimize,etc,0.531,0.024,4,-27.634,1,0.0754,0.989,0.922,0.0834,0.205,70.888,audio_features,0Y1FmEsQepBRzGmS41FsL6,spotify:track:0Y1FmEsQepBRzGmS41FsL6,https://api.spotify.com/v1/tracks/0Y1FmEsQepBRzGmS41FsL6,https://api.spotify.com/v1/audio-analysis/0Y1FmEsQepBRzGmS41FsL6,107848,1
コーヒーブレイクの本質を捉えたリラックスできるジャズ曲「Coffee Break Jazz」,AI Music Channel,0LBWMpR41gZVethjmVb0QL,https://cdnimg.melon.co.kr/cm2/album/images/115/52/739/11552739_20240729143610_500.jpg/melon/resize/120/quality/80/optimize,etc,0.721,0.313,2,-17.497,1,0.0899,0.854,0.915,0.101,0.187,89.985,audio_features,0LBWMpR41gZVethjmVb0QL,spotify:track:0LBWMpR41gZVethjmVb0QL,https://api.spotify.com/v1/tracks/0LBWMpR41gZVethjmVb0QL,https://api.spotify.com/v1/audio-analysis/0LBWMpR41gZVethjmVb0QL,109440,4
夕方のエスプレッソの雰囲気を捉えた豊かで暖かいジャズ曲「Espresso Evenings Jazz」,AI Music Channel,0l5PNslzHEnLQE8ai4mkLt,https://cdnimg.melon.co.kr/cm2/album/images/115/52/738/11552738_20240729143606_500.jpg/melon/resize/120/quality/80/optimize,etc,0.659,0.218,0,-16.794,1,0.09,0.973,0.922,0.114,0.681,180.002,audio_features,0l5PNslzHEnLQE8ai4mkLt,spotify:track:0l5PNslzHEnLQE8ai4mkLt,https://api.spotify.com/v1/tracks/0l5PNslzHEnLQE8ai4mkLt,https://api.spotify.com/v1/audio-analysis/0l5PNslzHEnLQE8ai4mkLt,145400,4
カフェミュージック 暖かくて心地よいジャズ曲「Cozy Jazz Corner」,AI Music Channel,2YCYebj6iSBHtM7IW0FKrc,https://cdnimg.melon.co.kr/cm2/album/images/115/52/737/11552737_20240729143552_500.jpg/melon/resize/120/quality/80/optimize,etc,0.815,0.156,3,-19.337,1,0.0667,0.957,0.81,0.104,0.784,81.444,audio_features,2YCYebj6iSBHtM7IW0FKrc,spotify:track:2YCYebj6iSBHtM7IW0FKrc,https://api.spotify.com/v1/tracks/2YCYebj6iSBHtM7IW0FKrc,https://api.spotify.com/v1/audio-analysis/2YCYebj6iSBHtM7IW0FKrc,126960,3
カフェでのリラックスした午後に最適なスムーズで落ち着いたジャズ曲「Afternoon Latte Jazz」,AI Music Channel,4iapbWqC1YxG0lvds0HxBJ,https://cdnimg.melon.co.kr/cm2/album/images/115/52/736/11552736_20240729143549_500.jpg/melon/resize/120/quality/80/optimize,etc,0.825,0.0958,10,-18.959,1,0.0581,0.985,0.919,0.106,0.79,101.973,audio_features,4iapbWqC1YxG0lvds0HxBJ,spotify:track:4iapbWqC1YxG0lvds0HxBJ,https://api.spotify.com/v1/tracks/4iapbWqC1YxG0lvds0HxBJ,https://api.spotify.com/v1/audio-analysis/4iapbWqC1YxG0lvds0HxBJ,145560,4
カプチーノを飲む静けさにぴったりな心地よいジャズ曲「Cappuccino Calm Jazz」,AI Music Channel,7LcNe7ijubTo2e3JoQ0Q66,https://cdnimg.melon.co.kr/cm2/album/images/115/52/735/11552735_20240729143525_500.jpg/melon/resize/120/quality/80/optimize,etc,0.807,0.154,0,-17.947,0,0.0485,0.889,0.894,0.137,0.596,114.044,audio_features,7LcNe7ijubTo2e3JoQ0Q66,spotify:track:7LcNe7ijubTo2e3JoQ0Q66,https://api.spotify.com/v1/tracks/7LcNe7ijubTo2e3JoQ0Q66,https://api.spotify.com/v1/audio-analysis/7LcNe7ijubTo2e3JoQ0Q66,264640,4
マキアートのひとときを捉えたスムーズで落ち着いたジャズ曲「Macchiato Moments Jazz」,AI Music Channel,0hOTW281V4JMcTsw2PD9QE,https://cdnimg.melon.co.kr/cm2/album/images/115/52/733/11552733_20240729143517_500.jpg/melon/resize/120/quality/80/optimize,etc,0.672,0.135,5,-19.561,0,0.0492,0.96,0.943,0.127,0.223,132.025,audio_features,0hOTW281V4JMcTsw2PD9QE,spotify:track:0hOTW281V4JMcTsw2PD9QE,https://api.spotify.com/v1/tracks/0hOTW281V4JMcTsw2PD9QE,https://api.spotify.com/v1/audio-analysis/0hOTW281V4JMcTsw2PD9QE,111920,4
Midnight Mosaic,강주은,1KrZZna94iWBvY5j09XENb,https://cdnimg.melon.co.kr/cm2/album/images/115/51/533/11551533_20240726104409_500.jpg/melon/resize/120/quality/80/optimize,etc,0.514,0.481,6,-11.057,1,0.0865,0.935,0.931,0.147,0.298,74.613,audio_features,1KrZZna94iWBvY5j09XENb,spotify:track:1KrZZna94iWBvY5j09XENb,https://api.spotify.com/v1/tracks/1KrZZna94iWBvY5j09XENb,https://api.spotify.com/v1/audio-analysis/1KrZZna94iWBvY5j09XENb,259235,4
BELLUCA Lounge jazz #1,THOR.J,3ZYHpAV6OhygfvnbhoODcI,https://cdnimg.melon.co.kr/cm2/album/images/115/51/465/11551465_20240726093408_500.jpg/melon/resize/120/quality/80/optimize,etc,0.375,0.301,7,-18.806,1,0.0565,0.796,0.882,0.152,0.739,131.91,audio_features,3ZYHpAV6OhygfvnbhoODcI,spotify:track:3ZYHpAV6OhygfvnbhoODcI,https://api.spotify.com/v1/tracks/3ZYHpAV6OhygfvnbhoODcI,https://api.spotify.com/v1/audio-analysis/3ZYHpAV6OhygfvnbhoODcI,240000,4
No Nací Para El Amor,Cray Dalton,6vGCUosQfUUhwsjqM63CKQ,https://cdnimg.melon.co.kr/cm2/album/images/115/50/729/11550729_20240725113833_500.jpg/melon/resize/120/quality/80/optimize,etc,0.739,0.818,9,-4.888,0,0.0392,0.439,0.0,0.216,0.598,106.999,audio_features,6vGCUosQfUUhwsjqM63CKQ,spotify:track:6vGCUosQfUUhwsjqM63CKQ,https://api.spotify.com/v1/tracks/6vGCUosQfUUhwsjqM63CKQ,https://api.spotify.com/v1/audio-analysis/6vGCUosQfUUhwsjqM63CKQ,197533,4
I want to go far away,Hiro,30ozG26N1v1YUd9CWEzfCG,https://cdnimg.melon.co.kr/cm2/album/images/115/47/522/11547522_20240722174040_500.jpg/melon/resize/120/quality/80/optimize,etc,0.678,0.868,9,-13.266,1,0.185,0.396,0.736,0.0655,0.796,193.966,audio_features,30ozG26N1v1YUd9CWEzfCG,spotify:track:30ozG26N1v1YUd9CWEzfCG,https://api.spotify.com/v1/tracks/30ozG26N1v1YUd9CWEzfCG,https://api.spotify.com/v1/audio-analysis/30ozG26N1v1YUd9CWEzfCG,98480,4
Time Capsule,"Anthony Lazaro, Milena ",0C7FphbJ0fBylRoAeaSNXR,https://cdnimg.melon.co.kr/cm2/album/images/115/50/443/11550443_20240725102247_500.jpg/melon/resize/120/quality/80/optimize,etc,0.658,0.415,11,-12.005,1,0.0551,0.882,0.00219,0.115,0.222,126.811,audio_features,0C7FphbJ0fBylRoAeaSNXR,spotify:track:0C7FphbJ0fBylRoAeaSNXR,https://api.spotify.com/v1/tracks/0C7FphbJ0fBylRoAeaSNXR,https://api.spotify.com/v1/audio-analysis/0C7FphbJ0fBylRoAeaSNXR,189803,4
