title,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
17171771,4iNwoAcnUc4qgjOs5cfN5Z,0.71,0.404,2,-9.194,0,0.0327,0.689,6.4e-06,0.0969,0.471,128.001,audio_features,4iNwoAcnUc4qgjOs5cfN5Z,spotify:track:4iNwoAcnUc4qgjOs5cfN5Z,https://api.spotify.com/v1/tracks/4iNwoAcnUc4qgjOs5cfN5Z,https://api.spotify.com/v1/audio-analysis/4iNwoAcnUc4qgjOs5cfN5Z,182693,4
행복의 주문,4mE8DbPxlQHolnfxDD51Wb,0.701,0.604,9,-10.017,1,0.0257,0.359,0.115,0.124,0.546,82.013,audio_features,4mE8DbPxlQHolnfxDD51Wb,spotify:track:4mE8DbPxlQHolnfxDD51Wb,https://api.spotify.com/v1/tracks/4mE8DbPxlQHolnfxDD51Wb,https://api.spotify.com/v1/audio-analysis/4mE8DbPxlQHolnfxDD51Wb,204894,4
유리의 성,578HuRRS0tFvtYhs3t8vwc,0.403,0.447,5,-7.311,1,0.0277,0.24,0.0,0.216,0.132,143.599,audio_features,578HuRRS0tFvtYhs3t8vwc,spotify:track:578HuRRS0tFvtYhs3t8vwc,https://api.spotify.com/v1/tracks/578HuRRS0tFvtYhs3t8vwc,https://api.spotify.com/v1/audio-analysis/578HuRRS0tFvtYhs3t8vwc,296040,4
나를 슬프게 하는 사람들 ,6M2jbISM4FZ8bGN24UTjFh,0.417,0.66,5,-4.08,0,0.046,0.479,0.0,0.208,0.229,116.149,audio_features,6M2jbISM4FZ8bGN24UTjFh,spotify:track:6M2jbISM4FZ8bGN24UTjFh,https://api.spotify.com/v1/tracks/6M2jbISM4FZ8bGN24UTjFh,https://api.spotify.com/v1/audio-analysis/6M2jbISM4FZ8bGN24UTjFh,267051,4
연애조건,2yHlcpyKjt7phF1mlu3V0i,0.425,0.84,9,-4.495,1,0.108,0.297,0.0,0.161,0.439,187.804,audio_features,2yHlcpyKjt7phF1mlu3V0i,spotify:track:2yHlcpyKjt7phF1mlu3V0i,https://api.spotify.com/v1/tracks/2yHlcpyKjt7phF1mlu3V0i,https://api.spotify.com/v1/audio-analysis/2yHlcpyKjt7phF1mlu3V0i,268173,4
International Love Song,3R3cXK6BHZ5JDAgPOAHPQw,0.497,0.501,10,-6.362,1,0.0253,0.486,3.13e-06,0.118,0.256,142.764,audio_features,3R3cXK6BHZ5JDAgPOAHPQw,spotify:track:3R3cXK6BHZ5JDAgPOAHPQw,https://api.spotify.com/v1/tracks/3R3cXK6BHZ5JDAgPOAHPQw,https://api.spotify.com/v1/audio-analysis/3R3cXK6BHZ5JDAgPOAHPQw,259467,4
너를 품에 안으면,4hL3s92VUTFQvoMvJ3RDPC,0.492,0.238,0,-10.401,1,0.0262,0.685,0.0,0.155,0.153,74.937,audio_features,4hL3s92VUTFQvoMvJ3RDPC,spotify:track:4hL3s92VUTFQvoMvJ3RDPC,https://api.spotify.com/v1/tracks/4hL3s92VUTFQvoMvJ3RDPC,https://api.spotify.com/v1/audio-analysis/4hL3s92VUTFQvoMvJ3RDPC,260937,4
일기,3WxW3ptQtZbi9iU84FPwBJ,0.649,0.516,4,-6.079,0,0.0277,0.482,0.0,0.0853,0.665,109.976,audio_features,3WxW3ptQtZbi9iU84FPwBJ,spotify:track:3WxW3ptQtZbi9iU84FPwBJ,https://api.spotify.com/v1/tracks/3WxW3ptQtZbi9iU84FPwBJ,https://api.spotify.com/v1/audio-analysis/3WxW3ptQtZbi9iU84FPwBJ,245082,4
너의 의미,49uWXkinbydcksyObKqNVH,0.578,0.225,4,-15.798,0,0.0288,0.428,0.0674,0.202,0.416,79.547,audio_features,49uWXkinbydcksyObKqNVH,spotify:track:49uWXkinbydcksyObKqNVH,https://api.spotify.com/v1/tracks/49uWXkinbydcksyObKqNVH,https://api.spotify.com/v1/audio-analysis/49uWXkinbydcksyObKqNVH,224373,4
결혼,7EyiIIzAbZEpZ2JqmqfGpR,0.461,0.493,3,-4.704,1,0.0382,0.754,0.0,0.101,0.301,136.68,audio_features,7EyiIIzAbZEpZ2JqmqfGpR,spotify:track:7EyiIIzAbZEpZ2JqmqfGpR,https://api.spotify.com/v1/tracks/7EyiIIzAbZEpZ2JqmqfGpR,https://api.spotify.com/v1/audio-analysis/7EyiIIzAbZEpZ2JqmqfGpR,191465,4
