title,artist,track_id,track_image,country,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
알 수 없는 인생,이문세,0H96bSaKXHpzmVjljp6Xzy,https://cdnimg.melon.co.kr/cm/album/images/003/22/540/322540_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.647,0.75,9,-6.53,1,0.0346,0.23,0.0,0.127,0.869,138.02,audio_features,0H96bSaKXHpzmVjljp6Xzy,spotify:track:0H96bSaKXHpzmVjljp6Xzy,https://api.spotify.com/v1/tracks/0H96bSaKXHpzmVjljp6Xzy,https://api.spotify.com/v1/audio-analysis/0H96bSaKXHpzmVjljp6Xzy,250697,4
활주 ,버즈,1BdkZl14xg3di2xuIq9Sz3,https://cdnimg.melon.co.kr/cm/album/images/003/13/347/313347_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.163,0.988,1,-2.296,0,0.166,0.0053,0.278,0.662,0.221,164.092,audio_features,1BdkZl14xg3di2xuIq9Sz3,spotify:track:1BdkZl14xg3di2xuIq9Sz3,https://api.spotify.com/v1/tracks/1BdkZl14xg3di2xuIq9Sz3,https://api.spotify.com/v1/audio-analysis/1BdkZl14xg3di2xuIq9Sz3,215027,4
황혼의 문턱,왁스,7p09HfcAITKOpoF0PjPJJ8,https://cdnimg.melon.co.kr/cm/album/images/000/32/693/32693_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.702,0.481,5,-5.701,1,0.0353,0.355,0.0,0.101,0.297,118.978,audio_features,7p09HfcAITKOpoF0PjPJJ8,spotify:track:7p09HfcAITKOpoF0PjPJJ8,https://api.spotify.com/v1/tracks/7p09HfcAITKOpoF0PjPJJ8,https://api.spotify.com/v1/audio-analysis/7p09HfcAITKOpoF0PjPJJ8,265453,4
와인,김경호,6Xor7xLszcDsETBTxpg8C8,https://cdnimg.melon.co.kr/cm/album/images/000/00/052/52_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.447,0.577,4,-5.394,0,0.0357,0.239,0.0,0.12,0.0828,143.887,audio_features,6Xor7xLszcDsETBTxpg8C8,spotify:track:6Xor7xLszcDsETBTxpg8C8,https://api.spotify.com/v1/tracks/6Xor7xLszcDsETBTxpg8C8,https://api.spotify.com/v1/audio-analysis/6Xor7xLszcDsETBTxpg8C8,292101,4
,아이유,0MMUVb6JJzOtMyTx9qrAjy,https://cdnimg.melon.co.kr/cm/album/images/022/08/448/2208448_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.448,0.355,1,-7.665,1,0.0314,0.88,0.0,0.0996,0.221,119.859,audio_features,0MMUVb6JJzOtMyTx9qrAjy,spotify:track:0MMUVb6JJzOtMyTx9qrAjy,https://api.spotify.com/v1/tracks/0MMUVb6JJzOtMyTx9qrAjy,https://api.spotify.com/v1/audio-analysis/0MMUVb6JJzOtMyTx9qrAjy,246152,3
넌 나 어때,406호 프로젝트,0vIMAfEv6M1qyQzCHw1HqS,https://cdnimg.melon.co.kr/cm/album/images/022/66/146/2266146_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.803,0.462,10,-8.128,1,0.0288,0.347,0.0,0.0868,0.729,95.994,audio_features,0vIMAfEv6M1qyQzCHw1HqS,spotify:track:0vIMAfEv6M1qyQzCHw1HqS,https://api.spotify.com/v1/tracks/0vIMAfEv6M1qyQzCHw1HqS,https://api.spotify.com/v1/audio-analysis/0vIMAfEv6M1qyQzCHw1HqS,208170,4
Rain,박혜경,0MhSSMfM3bvpnUe00RBXRJ,https://cdnimg.melon.co.kr/cm/album/images/000/15/762/15762_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.665,0.493,6,-6.052,0,0.0341,0.624,1.85e-06,0.333,0.219,108.029,audio_features,0MhSSMfM3bvpnUe00RBXRJ,spotify:track:0MhSSMfM3bvpnUe00RBXRJ,https://api.spotify.com/v1/tracks/0MhSSMfM3bvpnUe00RBXRJ,https://api.spotify.com/v1/audio-analysis/0MhSSMfM3bvpnUe00RBXRJ,247120,4
I Go,럼블피쉬,7asNe2F6uFKkYyjhTdNpHm,https://cdnimg.melon.co.kr/cm/album/images/003/20/073/320073_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.74,0.91,2,-2.873,1,0.0614,0.445,7.88e-05,0.0846,0.732,126.04,audio_features,7asNe2F6uFKkYyjhTdNpHm,spotify:track:7asNe2F6uFKkYyjhTdNpHm,https://api.spotify.com/v1/tracks/7asNe2F6uFKkYyjhTdNpHm,https://api.spotify.com/v1/audio-analysis/7asNe2F6uFKkYyjhTdNpHm,222511,4
Fine Thank You And You?,10CM,5jafGtblxNo1NHtnvR55OP,https://cdnimg.melon.co.kr/cm/album/images/021/52/350/2152350_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.5,0.522,11,-4.726,1,0.0271,0.346,0.00057,0.0978,0.386,138.06,audio_features,5jafGtblxNo1NHtnvR55OP,spotify:track:5jafGtblxNo1NHtnvR55OP,https://api.spotify.com/v1/tracks/5jafGtblxNo1NHtnvR55OP,https://api.spotify.com/v1/audio-analysis/5jafGtblxNo1NHtnvR55OP,220600,4
Returns,엠씨더맥스 ,7dgOdpmx2Yhajffw0jLoJq,https://cdnimg.melon.co.kr/cm/album/images/003/48/880/348880_500.jpg/melon/resize/120/quality/80/optimize,Domestic,국내 밴드,0.47,0.844,7,-4.375,1,0.0467,0.0442,5.38e-06,0.166,0.501,156.035,audio_features,7dgOdpmx2Yhajffw0jLoJq,spotify:track:7dgOdpmx2Yhajffw0jLoJq,https://api.spotify.com/v1/tracks/7dgOdpmx2Yhajffw0jLoJq,https://api.spotify.com/v1/audio-analysis/7dgOdpmx2Yhajffw0jLoJq,248187,4
